State   County  Year    UFOSightingCount   Population_Density   Housing_Density
Nebraska  seward  2010  1  29.3  12.0
New York  dutchess  1999  2  349.5  132.4
Iowa  webster  2000  1  56.3  23.7
Montana  jefferson  2002  1  6.9  3.1
Oklahoma  oklahoma  2004  2  1013.8  451.2
Illinois  whiteside  2004  1  85.5  37.7
Texas  denton  2004  10  754.3  291.6
New York  richmond  2009  1  8030.3  3026.5
New Mexico  eddy  2000  1  12.4  5.3
Minnesota  chisago  2009  1  129.9  51.0
Michigan  berrien  2000  1  284.5  128.6
Kentucky  green  1995  1  39.9  18.8
Iowa  clinton  2005  1  70.7  31.3
Georgia  dekalb  1991  1  2482.7  974.0
Georgia  carroll  1995  2  174.9  68.3
Michigan  mecosta  2008  2  77.1  38.1
California  siskiyou  1995  1  7.0  3.5
Massachusetts  middlesex  2008  13  1837.9  748.3
North Carolina  dare  2000  2  78.1  69.5
Texas  leon  1999  1  14.3  7.7
Texas  nueces  2001  1  405.8  168.2
Texas  eastland  2001  1  20.1  11.1
Montana  glacier  2005  1  4.5  1.8
Texas  randall  2006  3  132.4  56.6
South Carolina  york  2007  7  332.2  138.4
Maryland  baltimore  1998  1  1260.1  524.1
Kansas  miami  2010  1  57.0  22.9
Florida  volusia  1999  4  401.9  192.1
Tennessee  jefferson  2003  1  187.6  85.7
Wisconsin  lincoln  2004  1  32.7  19.1
Maryland  harford  1998  1  496.4  188.8
Texas  rains  2002  1  47.6  23.0
South Carolina  pickens  2009  2  240.2  103.2
Illinois  kendall  2004  1  358.2  125.9
Florida  marion  2010  5  209.1  103.5
Washington  pierce  1999  20  417.4  165.0
Utah  salt lake  2009  12  1387.1  490.4
Iowa  iowa  2000  1  26.7  11.2
Michigan  lapeer  1999  2  134.4  50.0
New York  westchester  2002  3  2204.7  861.4
California  monterey  1997  3  120.9  39.6
New York  onondaga  2005  2  600.0  260.0
Minnesota  ramsey  1996  1  3280.6  1325.3
Oregon  klamath  2004  2  11.2  5.5
Texas  montague  2006  1  21.2  10.9
Texas  hemphill  2002  1  4.2  1.8
West Virginia  wayne  1999  3  84.8  37.8
Utah  utah  1998  1  184.4  52.2
California  fresno  1997  3  134.1  45.4
North Carolina  cabarrus  2002  2  492.1  198.9
Pennsylvania  clearfield  2009  3  71.3  33.8
Arkansas  marion  2008  1  27.9  15.7
Connecticut  fairfield  1999  2  1410.3  542.4
Michigan  eaton  2002  3  187.4  81.8
Pennsylvania  susquehanna  1992  2  51.3  26.5
Arkansas  hempstead  1999  1  32.4  13.9
Virginia  montgomery  1995  1  215.4  83.8
Tennessee  warren  2006  2  92.1  41.2
Idaho  gooding  2001  1  21.2  8.4
Idaho  minidoka  1999  1  26.6  9.9
Wisconsin  shawano  1999  1  45.6  20.5
Washington  island  2010  2  376.6  193.0
Massachusetts  bristol  2009  2  991.3  416.8
Texas  live oak  1993  1  11.9  6.0
Wyoming  park  2007  2  4.1  2.0
Missouri  cass  1999  2  117.4  45.3
Arizona  pinal  2003  9  70.0  29.7
Georgia  chatham  2007  3  621.7  279.8
Tennessee  bedford  2002  1  95.1  38.8
Michigan  montcalm  2004  1  89.8  40.0
Tennessee  humphreys  2010  1  34.9  16.7
Florida  leon  2010  2  413.1  186.2
North Carolina  mitchell  2000  1  70.8  35.8
Virginia  augusta  2010  1  76.3  32.3
Texas  lubbock  2006  3  311.3  128.5
North Carolina  cumberland  2000  2  464.2  181.4
Arizona  graham  2005  1  8.1  2.8
Colorado  denver  2000  1  3616.8  1639.6
Pennsylvania  washington  2006  1  242.5  108.5
Mississippi  pontotoc  2002  3  60.2  25.0
Indiana  vanderburgh  1997  1  732.9  325.3
California  marin  2000  2  475.7  202.0
Georgia  walker  1991  1  136.7  57.3
Minnesota  sherburne  1997  1  147.6  52.3
Pennsylvania  indiana  1994  1  108.1  44.9
Georgia  columbia  2004  4  427.6  167.6
Ohio  champaign  2005  2  93.5  39.1
Tennessee  fentress  1999  2  33.3  15.2
Georgia  floyd  2008  1  188.9  79.5
Illinois  will  2000  4  600.1  209.7
California  orange  1999  18  3605.6  1228.1
Pennsylvania  armstrong  2009  1  105.5  49.8
Wisconsin  brown  2000  1  429.0  170.6
Utah  sanpete  2004  1  17.5  6.5
Kansas  shawnee  2007  2  327.1  145.5
Georgia  ware  2008  1  40.7  18.3
California  modoc  1997  1  2.4  1.2
New York  erie  1999  4  910.0  398.3
Michigan  livingston  2002  4  320.2  128.8
Maryland  anne arundel  2007  5  1295.9  512.3
Michigan  oakland  2002  4  1385.7  607.7
California  merced  1998  1  109.2  35.5
Maryland  somerset  2003  1  82.8  34.8
Washington  walla walla  2007  4  46.3  18.5
South Carolina  orangeburg  1998  1  82.8  35.5
Arkansas  sebastian  2003  5  236.4  102.7
Illinois  greene  2009  1  25.6  11.8
Ohio  fulton  2009  1  105.3  42.9
New Mexico  valencia  2003  2  71.8  28.2
New Jersey  atlantic  1996  2  450.1  203.3
Alabama  shelby  2006  8  248.5  103.2
Colorado  teller  2001  1  41.9  22.7
Georgia  effingham  2009  1  109.4  41.6
Minnesota  goodhue  1999  3  58.2  23.6
Oregon  lane  2006  3  77.2  34.3
Tennessee  robertson  2001  1  139.2  54.8
Oregon  yamhill  1996  1  118.8  42.3
Georgia  fulton  2006  3  1748.0  830.0
Hawaii  kauai  1999  2  93.9  40.7
California  placer  1999  5  176.9  76.4
North Carolina  new hanover  2008  2  1058.1  529.6
Florida  hillsborough  2000  2  950.6  405.3
New York  monroe  2002  8  1132.6  487.8
Michigan  montmorency  1999  1  18.8  16.9
Oregon  josephine  1996  1  46.2  20.3
Missouri  montgomery  1999  1  22.6  10.7
Tennessee  knox  2003  4  850.5  383.6
Illinois  whiteside  1997  1  88.6  36.5
Oklahoma  oklahoma  1997  1  931.4  416.1
New York  washington  1997  1  73.1  32.1
Oklahoma  washington  2000  1  117.5  53.4
Texas  grayson  2008  1  129.6  57.6
Washington  mason  2006  2  63.3  33.9
North Carolina  duplin  2007  1  71.7  31.5
Utah  emery  2006  1  2.5  1.0
Utah  duchesne  2008  1  5.7  2.9
West Virginia  ohio  2003  1  420.0  200.1
Georgia  liberty  2001  1  129.5  54.6
New Mexico  de baca  2009  1  0.9  0.6
North Carolina  dare  2009  2  88.5  87.4
Kentucky  muhlenberg  2009  1  67.4  29.3
Texas  eastland  2008  3  20.1  11.1
Arkansas  logan  2002  1  31.6  14.3
Indiana  hamilton  2002  10  696.4  270.8
Michigan  emmet  2009  1  69.9  45.6
North Carolina  moore  2001  2  126.5  63.0
Florida  volusia  2000  3  401.9  192.1
Indiana  ripley  1999  1  59.4  23.5
Wisconsin  marathon  2007  1  86.8  37.4
West Virginia  harrison  2009  1  166.1  75.6
Wyoming  natrona  2010  1  14.1  6.3
Wyoming  teton  2003  2  5.3  3.2
Ohio  wood  2005  1  203.3  86.5
Florida  marion  2001  3  209.1  103.5
Oregon  benton  2008  7  126.6  53.6
Kansas  cowley  2001  1  32.3  14.2
Texas  harrison  2007  2  72.9  30.8
Kentucky  hopkins  2010  1  86.6  39.1
Michigan  jackson  1999  1  224.2  89.0
Utah  salt lake  2000  5  1218.4  421.7
North Carolina  robeson  2002  1  141.3  55.6
Colorado  elbert  1998  1  10.7  3.8
New Mexico  san miguel  1995  1  6.4  3.0
Washington  benton  2000  7  83.7  32.9
Texas  tom green  1997  1  68.3  28.9
Illinois  marion  2001  1  68.9  32.0
California  monterey  2004  5  126.5  42.4
Mississippi  warren  2008  1  82.9  37.2
California  ventura  2006  11  446.7  152.8
Indiana  clinton  2006  1  82.0  32.9
Pennsylvania  dauphin  2008  4  510.6  229.3
New Mexico  curry  2006  1  34.4  14.3
Utah  utah  2009  1  257.8  74.0
Ohio  tuscarawas  2001  1  163.1  70.8
Florida  polk  2009  5  334.9  156.4
Tennessee  dyer  2003  1  74.8  32.6
Idaho  payette  2001  2  55.6  22.0
Minnesota  hennepin  2000  5  2005.3  842.3
New York  livingston  2001  3  103.5  42.9
Michigan  schoolcraft  2003  1  7.2  5.4
California  santa barbara  2001  4  155.0  55.9
Texas  el paso  2002  4  790.6  266.9
Tennessee  putnam  1999  1  155.4  67.1
Nebraska  york  2004  1  23.9  10.9
South Carolina  beaufort  1998  1  206.1  103.1
Washington  island  2005  1  376.6  193.0
Massachusetts  bristol  2002  2  991.3  416.8
Texas  live oak  2000  1  11.9  6.0
Oregon  tillamook  2004  3  22.9  16.7
Montana  dawson  2003  1  3.8  1.8
Virginia  prince george  2001  1  134.7  45.5
Maine  androscoggin  2004  3  230.2  104.9
Georgia  chatham  1998  2  529.7  227.5
Florida  leon  2001  5  413.1  186.2
Ohio  seneca  2004  1  103.0  43.8
Massachusetts  plymouth  2007  6  750.9  303.7
Maine  cumberland  1995  4  317.9  146.7
Colorado  mesa  2004  2  44.1  18.8
Texas  lubbock  1999  1  269.7  111.8
New York  ulster  2005  2  162.3  74.4
Pennsylvania  erie  1995  1  350.2  142.6
Oregon  multnomah  1999  2  1517.6  663.0
Wyoming  sublette  2000  1  1.2  0.7
Idaho  nez perce  2006  1  46.3  20.6
Michigan  branch  2007  2  89.4  41.2
Idaho  canyon  1992  1  222.9  81.3
Missouri  greene  2005  6  407.5  185.7
Ohio  delaware  1998  5  248.6  95.8
Texas  smith  2006  2  227.6  94.8
Arizona  cochise  1999  5  19.1  8.3
California  san benito  2002  2  39.8  12.9
Texas  red river  2006  2  12.4  6.6
Virginia  lee  2005  1  58.8  27.0
Missouri  morgan  2005  2  34.4  26.0
Ohio  greene  1999  9  356.5  140.3
Georgia  floyd  2003  3  188.9  79.5
Kansas  wyandotte  2009  1  1039.0  440.3
Missouri  texas  2002  3  22.1  9.9
Texas  kimble  2006  1  3.7  2.7
Texas  dallas  1993  2  2522.6  971.0
New Mexico  socorro  2006  1  2.7  1.2
Ohio  lawrence  2004  1  137.7  60.9
Alabama  cherokee  2006  1  46.9  29.4
New Mexico  santa fe  1996  1  67.7  30.2
Washington  spokane  2004  5  267.2  114.2
Oklahoma  beckham  2005  1  24.5  10.7
Nebraska  hooker  2002  1  1.0  0.6
North Carolina  richmond  2009  2  98.4  43.8
Florida  manatee  2009  8  434.5  232.4
North Carolina  hoke  2010  1  120.2  46.6
Alabama  morgan  1998  2  190.8  81.4
New Jersey  burlington  2010  2  561.9  219.9
Michigan  oakland  1995  2  1368.6  563.9
Colorado  la plata  2006  1  30.3  15.3
Georgia  cobb  1995  3  1786.7  698.3
Illinois  williamson  2004  1  157.9  72.3
Arizona  yavapai  2009  5  26.0  13.6
Oklahoma  choctaw  2009  1  19.7  9.8
Ohio  ashtabula  2004  2  144.6  65.7
Illinois  greene  2002  1  25.6  11.8
North Carolina  mecklenburg  1999  12  1321.5  556.3
Iowa  cass  2008  1  24.7  11.7
Colorado  teller  2008  1  41.9  22.7
West Virginia  tyler  2009  1  35.9  19.5
Georgia  effingham  2000  1  78.3  29.6
Nebraska  lancaster  2006  8  340.8  144.3
Hawaii  kauai  2000  5  93.9  40.7
Texas  parmer  1996  1  11.4  4.2
Ohio  mercer  2008  1  88.3  38.1
Kentucky  breathitt  2004  1  28.2  12.7
Florida  lake  2000  1  220.9  107.9
Pennsylvania  luzerne  2006  4  360.4  167.1
Nebraska  sarpy  2006  10  664.6  259.2
Tennessee  polk  1996  1  36.9  16.9
California  placer  2008  5  247.6  108.5
Pennsylvania  juniata  2005  1  63.0  28.1
California  riverside  1994  4  214.4  81.1
Florida  hillsborough  2009  19  1204.9  525.5
Mississippi  sunflower  2001  1  42.2  13.9
Texas  hood  2004  1  121.7  59.3
Pennsylvania  pike  2001  1  105.3  70.4
Maine  hancock  2002  1  34.3  25.3
New York  monroe  2009  6  1132.6  487.8
Ohio  stark  1994  4  656.3  272.5
Oregon  josephine  2005  1  50.4  23.2
Kentucky  jessamine  2007  1  282.3  112.3
Tennessee  knox  2010  2  850.5  383.6
Kansas  pawnee  2005  1  9.2  4.2
Montana  mineral  2004  1  3.5  2.0
Michigan  newaygo  2010  1  59.6  30.8
North Dakota  williams  2007  1  10.8  5.0
Georgia  coffee  2007  1  73.7  29.7
Nebraska  adams  2008  1  55.7  23.7
Indiana  monroe  2010  1  349.7  149.8
Georgia  cherokee  1999  3  334.9  122.6
Florida  alachua  2002  1  282.7  128.9
Kentucky  madison  2007  1  189.6  80.1
Massachusetts  norfolk  1999  3  1627.5  638.6
Ohio  henry  1999  1  70.1  27.9
Utah  duchesne  2003  1  5.7  2.9
Ohio  portage  2004  2  331.2  138.4
North Carolina  henderson  2009  3  286.1  146.6
Wisconsin  rock  1999  2  211.4  86.3
Iowa  carroll  2004  1  36.6  16.5
Wyoming  albany  1993  3  7.5  3.6
Oklahoma  pottawatomie  2008  1  88.2  37.0
South Carolina  richland  1999  1  423.9  171.6
South Dakota  todd  2008  1  6.9  2.3
Michigan  emmet  1998  1  67.2  39.7
Indiana  jasper  2006  1  59.8  23.5
North Carolina  moore  2008  1  126.5  63.0
Florida  volusia  2009  9  449.2  230.9
Alabama  lauderdale  2008  1  138.8  65.6
New York  montgomery  2004  1  124.6  57.2
South Carolina  berkeley  2003  4  161.8  66.8
Tennessee  weakley  2008  1  60.3  26.7
Michigan  cheboygan  1996  1  37.0  23.2
Oregon  benton  2007  2  126.6  53.6
New York  nassau  1998  3  4655.0  1598.1
Alabama  elmore  2007  1  128.2  52.8
Ohio  wood  2010  3  203.3  86.5
Kentucky  hopkins  2003  2  86.6  39.1
Michigan  jackson  2004  2  228.4  99.0
Iowa  story  2007  2  156.3  64.2
Indiana  steuben  2001  1  110.7  62.7
Arkansas  benton  2003  1  261.2  109.9
New York  tompkins  2000  1  202.7  81.1
Virginia  rockingham  2010  1  89.9  39.6
Illinois  pulaski  2005  1  30.9  15.8
Washington  benton  1993  1  83.7  32.9
Utah  salt lake  1995  2  1218.4  421.7
New Mexico  san miguel  2000  1  6.4  3.0
Texas  tom green  2004  1  72.4  30.6
California  stanislaus  1999  3  299.2  101.0
California  ventura  1999  5  408.2  136.4
Washington  kitsap  2008  31  635.9  271.9
Pennsylvania  dauphin  2001  1  510.6  229.3
Utah  utah  2000  2  184.4  52.2
Florida  polk  2002  5  334.9  156.4
Minnesota  hennepin  2009  3  2081.7  920.3
Arkansas  pope  2009  3  76.0  31.4
Pennsylvania  susquehanna  2010  2  52.7  27.9
Oregon  umatilla  2007  1  23.6  9.2
Arkansas  clay  2002  1  25.2  12.6
Ohio  defiance  2000  2  96.1  39.0
Texas  fayette  2007  1  25.8  14.6
Tennessee  cumberland  2009  1  82.3  41.3
California  santa barbara  2008  11  155.0  55.9
Washington  island  1996  2  343.3  155.3
South Carolina  beaufort  2007  3  281.5  161.4
Kansas  barton  2007  1  30.9  14.2
Oregon  jackson  2003  1  73.0  32.7
Texas  travis  2010  1  1034.4  445.6
California  solano  2000  7  475.8  162.2
Connecticut  litchfield  2008  5  206.3  95.1
Ohio  williams  2008  1  89.4  39.6
Missouri  lewis  1999  1  20.8  9.1
Texas  wise  2009  1  65.4  26.3
Indiana  tippecanoe  2006  3  345.7  142.2
Missouri  clay  2000  1  464.3  192.3
Hawaii  maui  1993  2  110.5  48.6
Minnesota  becker  2008  1  24.7  14.3
Florida  duval  1995  4  1006.7  426.3
Ohio  clermont  1997  2  393.8  153.2
Connecticut  hartford  2008  7  1216.2  509.1
New Hampshire  merrimack  1996  1  145.8  60.2
Oklahoma  grady  2002  1  47.6  20.2
Missouri  cape girardeau  2002  1  130.8  56.4
Maine  oxford  2001  1  27.8  17.4
Virginia  shenandoah  2007  3  82.5  41.0
Washington  yakima  2006  11  56.6  19.9
California  marin  1998  2  475.7  202.0
Florida  charlotte  2007  4  235.2  147.9
Indiana  fayette  2005  1  112.9  50.7
Georgia  clayton  2003  1  1832.5  739.6
Montana  missoula  2003  1  42.1  19.3
New Jersey  sussex  2005  1  287.6  119.6
California  san mateo  2001  10  1602.2  604.4
Oregon  marion  2001  8  266.7  102.3
Florida  sarasota  2005  2  682.6  410.9
Kansas  wyandotte  2006  1  1039.0  440.3
Wisconsin  iowa  2008  1  31.1  14.1
Idaho  kootenai  2008  3  111.3  50.8
New York  herkimer  2005  1  45.7  23.6
Mississippi  lauderdale  2009  1  114.1  49.3
Kentucky  boone  2003  2  482.3  187.3
Florida  manatee  2002  6  434.5  232.4
Pennsylvania  monroe  2006  1  279.2  132.1
Pennsylvania  lehigh  2010  2  1012.5  413.2
Mississippi  franklin  2006  1  14.4  7.4
Colorado  la plata  1999  1  26.0  12.3
Missouri  jefferson  2007  2  333.1  133.4
Washington  douglas  1995  2  17.9  7.1
New Jersey  union  1997  1  5059.0  1868.0
West Virginia  morgan  2009  1  76.6  42.6
Colorado  douglas  2002  9  339.7  127.2
Minnesota  scott  2010  1  364.5  132.2
Arizona  yavapai  1998  2  20.6  10.1
California  santa cruz  2003  4  589.4  234.7
Ohio  belmont  2004  1  132.3  61.0
Iowa  cass  2001  1  24.7  11.7
Washington  san juan  2001  1  90.7  76.5
Tennessee  hamblen  2007  1  388.0  167.3
Michigan  shiawassee  2008  1  133.1  57.1
Hawaii  kauai  2009  1  108.2  48.1
Alabama  mobile  1995  1  324.3  133.9
North Carolina  guilford  2005  5  756.4  337.6
Washington  skamania  2001  1  6.7  3.4
Pennsylvania  montgomery  2009  6  1655.9  674.3
California  placer  2001  4  247.6  108.5
Florida  lake  2009  1  316.6  154.5
North Dakota  morton  2005  1  14.3  6.3
Texas  hardin  2007  1  61.3  25.4
Tennessee  davidson  2005  6  1243.3  563.4
Florida  levy  2007  2  36.5  18.0
North Carolina  pender  2009  1  60.0  30.7
Pennsylvania  clinton  2009  2  44.2  21.5
Pennsylvania  pike  2008  1  105.3  70.4
Oregon  josephine  2010  3  50.4  23.2
Utah  carbon  2006  1  14.5  6.5
Connecticut  tolland  2009  5  372.2  141.3
Illinois  randolph  2004  1  58.2  23.8
South Dakota  dewey  1997  1  2.6  0.9
Michigan  newaygo  2003  1  59.6  30.8
Indiana  monroe  2001  2  349.7  149.8
Idaho  bingham  2010  2  21.8  7.7
Georgia  cherokee  2008  3  508.3  195.3
Pennsylvania  crawford  2003  1  87.7  44.1
Oregon  polk  2009  1  101.8  40.9
Oregon  douglas  1994  1  19.9  8.6
Wyoming  lincoln  2007  1  4.4  2.2
Wyoming  converse  2007  1  3.3  1.5
Missouri  saline  2006  1  30.9  13.4
Washington  grays harbor  1999  5  35.1  16.9
Texas  guadalupe  2009  1  184.9  70.3
New York  new york  2004  37  69468.4  37106.4
Oklahoma  pottawatomie  2007  1  88.2  37.0
Rhode Island  newport  2005  1  809.6  408.2
Pennsylvania  allegheny  2008  17  1675.6  807.0
Wisconsin  portage  2007  1  87.4  37.5
California  contra costa  2002  13  1465.2  559.1
North Carolina  jackson  2007  1  82.1  52.9
Wisconsin  dane  2001  14  407.7  180.4
Wisconsin  fond du lac  2010  3  141.2  61.0
Kentucky  mccracken  2005  1  263.6  124.9
Oregon  benton  1998  1  115.5  47.3
Washington  pierce  2004  13  476.3  194.9
Arkansas  benton  2010  3  261.2  109.9
Michigan  monroe  2003  2  276.7  114.6
New Hampshire  belknap  2007  3  150.1  93.4
New Mexico  san miguel  2009  1  6.2  3.3
California  stanislaus  2006  1  344.2  120.1
Washington  kitsap  2003  44  635.9  271.9
Kansas  rooks  2006  1  5.8  3.1
Washington  skagit  2004  9  67.5  29.7
Pennsylvania  dauphin  1998  2  479.4  211.6
North Carolina  buncombe  2005  5  362.9  172.6
California  fresno  2000  9  134.1  45.4
Minnesota  rice  1993  1  113.9  40.3
South Carolina  charleston  2004  3  382.3  185.6
Kentucky  wayne  2005  1  45.4  23.9
Mississippi  leake  2003  1  40.8  16.1
Arizona  gila  2005  2  11.3  6.9
California  yuba  2006  1  114.2  43.7
Arkansas  pope  2000  3  67.1  28.1
Missouri  barry  2003  1  45.7  22.5
Arkansas  white  2007  1  74.5  31.4
New Mexico  sandoval  2002  6  35.5  14.1
Tennessee  carroll  1994  1  49.2  21.8
Indiana  greene  2005  1  61.1  28.0
Kentucky  fayette  2006  2  1042.8  476.5
North Carolina  alamance  2005  2  356.5  157.0
Tennessee  cumberland  2000  1  68.7  32.9
Texas  el paso  1996  1  670.8  221.5
South Carolina  horry  2007  24  237.5  164.0
Oregon  jackson  2008  5  73.0  32.7
California  solano  2009  2  503.0  185.8
Mississippi  marshall  2001  1  52.6  21.1
Michigan  mason  2004  1  58.0  34.9
New Hampshire  sullivan  2003  2  81.4  41.6
Michigan  genesee  2002  3  668.5  301.7
Iowa  scott  2002  1  360.7  156.8
Pennsylvania  bedford  1995  1  49.3  23.2
North Carolina  cumberland  1997  1  464.2  181.4
Massachusetts  barnstable  2006  9  548.3  407.1
Texas  harris  1996  1  1967.0  750.9
Florida  duval  2000  6  1006.7  426.3
New York  cortland  2010  1  98.9  41.3
Connecticut  hartford  2003  8  1216.2  509.1
New Hampshire  merrimack  2005  3  156.8  68.0
California  tehama  2001  2  21.5  9.1
Kansas  johnson  2009  7  1149.6  478.6
Ohio  delaware  2000  4  248.6  95.8
Maine  oxford  2008  1  27.8  17.4
Maryland  montgomery  2010  1  1978.2  765.2
Minnesota  wright  2005  2  188.5  74.1
Nevada  nye  1995  3  1.8  0.9
Vermont  lamoille  2007  2  53.3  28.3
Missouri  boone  2005  5  237.3  101.5
New York  oneida  2003  4  193.7  85.9
Texas  shackelford  2008  1  3.7  1.9
Texas  sutton  2010  1  2.8  1.4
Ohio  champaign  1998  2  90.7  37.1
Iowa  marshall  2005  1  71.0  29.4
California  san mateo  2008  31  1602.2  604.4
Oregon  marion  2008  1  266.7  102.3
Iowa  cedar  2000  2  31.4  13.1
New York  rockland  2005  2  1795.9  599.6
Illinois  mclean  2002  1  143.3  58.9
Minnesota  benton  1997  1  83.8  33.0
Georgia  bulloch  2007  3  104.4  42.8
Wisconsin  calumet  2007  2  153.9  61.9
Michigan  ingham  1995  3  499.5  205.8
Michigan  livingston  1999  3  276.1  103.7
Ohio  jefferson  2009  1  170.7  80.4
Michigan  kent  2001  3  711.5  291.5
California  shasta  2001  2  46.9  20.5
Oklahoma  le flore  2003  2  31.7  13.5
New Mexico  colfax  1996  1  3.8  2.4
Mississippi  yazoo  2008  1  30.4  10.9
New Jersey  bergen  2001  3  3884.5  1512.3
Missouri  jefferson  1998  3  301.6  115.1
California  merced  2003  2  132.2  43.3
Florida  highlands  2001  1  97.2  54.5
Maryland  carroll  2009  3  373.4  139.4
Georgia  newton  2007  1  367.3  140.9
Pennsylvania  westmoreland  2010  2  355.4  163.7
Kentucky  kenton  1996  1  935.2  392.5
North Carolina  durham  2009  5  935.7  420.4
New York  ontario  2005  1  167.6  74.8
Illinois  montgomery  1995  1  43.6  17.8
Texas  webb  2002  1  74.5  21.9
New Jersey  camden  2002  2  2321.5  926.2
New Mexico  otero  1991  1  9.4  4.4
Washington  san juan  2008  3  90.7  76.5
Ohio  adams  2000  1  46.8  20.2
Virginia  york  2003  1  2838.1  1285.9
Texas  val verde  2005  1  15.5  5.9
Arkansas  perry  2002  2  18.9  8.9
Pennsylvania  lackawanna  1996  1  465.1  207.9
Kentucky  grant  2010  1  95.6  38.5
North Carolina  guilford  1994  2  648.3  277.8
Pennsylvania  montgomery  2000  1  1552.6  615.7
Texas  presidio  2004  1  2.0  1.0
Texas  erath  2009  2  35.0  15.7
North Carolina  madison  2007  1  46.2  23.6
Minnesota  polk  2005  2  16.0  7.4
Texas  johnson  2003  1  208.3  78.3
Minnesota  anoka  1991  1  703.7  255.2
Pennsylvania  schuylkill  2004  4  190.4  89.0
Florida  hillsborough  1995  5  950.6  405.3
Tennessee  davidson  1998  4  1134.6  503.7
Georgia  whitfield  2010  1  353.2  137.4
North Carolina  harnett  2003  1  192.7  78.5
Ohio  stark  2008  6  652.9  287.2
Texas  brazos  1998  1  260.2  100.8
California  san joaquin  2005  4  492.6  168.0
North Carolina  davie  2008  1  156.1  69.1
Pennsylvania  mercer  1997  1  179.1  74.2
Oklahoma  muskogee  2008  1  87.6  38.1
Georgia  forsyth  2006  1  783.5  285.9
Pennsylvania  delaware  2010  8  3040.5  1212.5
Utah  grand  2008  1  2.5  1.3
North Dakota  stark  2002  1  18.1  8.0
New Hampshire  carroll  2004  3  51.4  42.8
North Carolina  mcdowell  2008  1  102.1  47.2
Washington  mason  1995  3  51.4  26.5
Idaho  bingham  2001  2  21.8  7.7
Kentucky  letcher  2007  1  72.6  34.3
Pennsylvania  crawford  2010  1  87.7  44.1
Iowa  pottawattamie  2007  3  98.0  41.4
Massachusetts  norfolk  2009  4  1693.6  682.5
Pennsylvania  cumberland  2004  1  431.6  183.3
Maine  kennebec  2008  3  140.8  70.3
Michigan  kalamazoo  2010  3  445.7  195.9
Texas  henderson  2000  1  83.8  41.1
South Carolina  anderson  2001  2  261.6  118.5
Idaho  gem  2005  1  29.8  12.7
Washington  lewis  1995  1  28.5  12.3
Michigan  tuscola  2001  1  69.4  30.4
New York  new york  1997  7  66940.1  34756.7
South Carolina  richland  2009  1  507.9  213.6
Pennsylvania  allegheny  2003  9  1675.6  807.0
New Jersey  passaic  2006  1  2715.3  953.3
Wisconsin  dane  2008  9  407.7  180.4
Wisconsin  fond du lac  2003  1  141.2  61.0
Ohio  licking  2003  2  243.9  101.5
Texas  hidalgo  1996  2  362.8  122.7
Iowa  wapello  2005  3  82.5  37.3
Wisconsin  ozaukee  1998  1  354.9  138.1
Michigan  monroe  2010  1  276.7  114.6
Georgia  muscogee  2004  2  877.5  382.1
California  humboldt  2003  7  37.7  17.3
Arkansas  saline  2009  2  148.0  61.9
Pennsylvania  bucks  2000  1  984.0  371.3
Washington  kitsap  1994  2  585.8  234.0
Alabama  houston  2007  1  175.1  78.2
Montana  yellowstone  2003  2  56.2  24.3
Pennsylvania  dauphin  1991  1  479.4  211.6
New Mexico  mckinley  2005  1  13.1  4.7
North Carolina  buncombe  1994  1  314.5  143.3
California  yuba  1999  2  95.5  35.9
Montana  flathead  2008  2  17.9  9.2
New York  broome  2001  2  284.2  128.3
Arkansas  polk  2003  1  24.1  11.7
Kentucky  hardin  2009  2  169.3  69.4
California  santa barbara  1998  1  145.9  52.2
Ohio  muskingum  2001  2  129.5  57.3
Massachusetts  berkshire  2005  3  141.6  73.9
Colorado  archuleta  1993  1  7.3  4.6
New York  chenango  2009  2  56.5  27.7
Colorado  garfield  2007  1  19.1  7.9
Iowa  muscatine  2005  1  97.7  40.9
Illinois  knox  2002  3  73.9  33.6
Florida  collier  2007  1  160.9  98.7
Michigan  genesee  2009  8  668.5  301.7
Tennessee  giles  2003  1  48.3  22.7
North Carolina  halifax  2006  1  75.5  35.6
California  glenn  2007  2  21.4  8.2
Kansas  sedgwick  2002  4  499.6  212.1
Pennsylvania  erie  2006  3  351.1  149.1
Texas  harris  2005  5  2402.4  938.5
Oregon  multnomah  2004  1  1704.9  753.2
Florida  duval  2009  4  1133.9  509.7
Colorado  huerfano  2003  2  4.2  3.2
Kentucky  casey  1993  1  34.7  16.3
Minnesota  clay  2001  2  56.4  22.9
Pennsylvania  cambria  2000  1  221.8  95.6
Utah  tooele  1997  2  5.9  2.0
Missouri  greene  1992  1  356.1  154.8
New Hampshire  merrimack  2010  2  156.8  68.0
Pennsylvania  potter  2004  1  16.1  12.0
Kansas  johnson  2002  1  1149.6  478.6
Maine  oxford  1999  1  26.3  15.5
Maryland  montgomery  2003  4  1978.2  765.2
Kansas  brown  2003  1  17.5  8.4
Ohio  columbiana  2000  4  210.5  86.5
New York  oneida  2008  3  193.7  85.9
Florida  orange  1999  1  987.8  398.2
Illinois  winnebago  2010  8  575.2  245.4
Alabama  madison  2000  2  343.8  149.4
Ohio  putnam  2002  1  71.5  28.5
Ohio  greene  2004  2  390.5  164.9
Iowa  page  2000  1  31.7  13.7
Virginia  greene  2009  1  117.8  48.1
